   1.0000000e+00  -7.8418961e-01   5.1201349e-01
  -1.0000000e+00   4.3187690e-01  -2.1896688e-01
   1.0000000e+00   1.1344690e+00   3.2674211e-02
  -1.0000000e+00   1.1373187e-02   3.9295085e-01
  -1.0000000e+00   1.4652917e-01  -1.3203671e-01
   1.0000000e+00   6.0278833e-01   6.8190974e-01
   1.0000000e+00   1.2989693e+00   5.0207134e-02
   1.0000000e+00   3.4949065e-01   1.0785694e+00
   1.0000000e+00   4.9437470e-01   1.0571885e+00
  -1.0000000e+00   1.6196764e+00  -3.2130186e-01
  -1.0000000e+00   8.8803487e-01  -4.5365348e-01
  -1.0000000e+00   2.1884912e+00   2.4113162e-01
   1.0000000e+00   1.1261415e+00   1.1494916e-01
  -1.0000000e+00   1.7889890e+00  -1.1085634e-01
  -1.0000000e+00   8.3088558e-02   4.0073341e-01
   1.0000000e+00  -6.4319144e-01   5.9751073e-01
   1.0000000e+00  -3.0987853e-01   1.1887875e+00
   1.0000000e+00   2.8192073e-01   9.8925728e-01
   1.0000000e+00  -1.1341248e+00   4.2275773e-01
  -1.0000000e+00   1.2639796e+00  -6.0024209e-01
  -1.0000000e+00   9.2383912e-01  -4.7076441e-01
   1.0000000e+00   1.0558577e+00   5.5741909e-01
   1.0000000e+00  -1.0805163e+00   3.4891680e-01
  -1.0000000e+00   2.2398509e+00  -4.1122448e-02
   1.0000000e+00   1.0095000e+00   3.7579391e-02
   1.0000000e+00  -1.0900307e+00   3.5140788e-01
   1.0000000e+00   1.2114933e+00   5.7164564e-01
  -1.0000000e+00   2.3172961e+00   1.1265753e-02
   1.0000000e+00   9.5747435e-01   1.6762230e-01
  -1.0000000e+00   4.2602633e-01   3.2356442e-03
   1.0000000e+00  -5.9526616e-01   1.0389535e+00
  -1.0000000e+00   5.0443733e-01  -2.5576880e-02
   1.0000000e+00   9.8924928e-01   3.5663342e-01
  -1.0000000e+00   8.0751640e-01  -5.0274983e-01
   1.0000000e+00   1.0751215e+00   2.0097298e-02
   1.0000000e+00  -5.2974235e-02   9.4788699e-01
  -1.0000000e+00   2.6998242e-01   3.3273375e-01
   1.0000000e+00   8.1365024e-01   5.6691979e-01
  -1.0000000e+00   2.2920282e+00   1.7863033e-01
   1.0000000e+00   1.0680579e+00   5.3847116e-01
  -1.0000000e+00   1.3074154e+00  -6.2472048e-01
   1.0000000e+00   1.0303375e+00   3.8280019e-01
  -1.0000000e+00   1.7173481e+00  -2.8392543e-01
  -1.0000000e+00   2.3868748e+00   2.1243126e-01
   1.0000000e+00   1.0442279e+00   2.9060677e-01
   1.0000000e+00   5.8759995e-01   7.3215852e-01
  -1.0000000e+00   1.6472865e+00  -3.6900899e-01
  -1.0000000e+00   2.0402213e+00  -3.4814055e-01
  -1.0000000e+00   1.1948371e-01   3.1817935e-02
   1.0000000e+00   1.0201251e+00   5.4572151e-01
  -1.0000000e+00   1.2858641e+00  -3.6764396e-01
   1.0000000e+00   2.7616840e-02   9.3395533e-01
   1.0000000e+00   9.5198054e-01   5.6486765e-01
  -1.0000000e+00   2.2075633e+00  -2.9605682e-01
   1.0000000e+00   9.4929457e-01   1.0775501e-02
  -1.0000000e+00   2.0469414e+00   4.7666827e-02
   1.0000000e+00  -7.0646005e-01   8.1216787e-01
  -1.0000000e+00   1.4353715e+00  -2.6443129e-01
   1.0000000e+00  -6.4755978e-01   7.8003434e-01
  -1.0000000e+00   2.2112276e+00  -7.1484224e-02
  -1.0000000e+00   1.9113393e+00  -1.0940885e-01
  -1.0000000e+00   1.3561323e+00  -4.9708678e-01
   1.0000000e+00   1.1547953e+00   1.2378876e-01
   1.0000000e+00   6.9284054e-02   9.0688918e-01
  -1.0000000e+00   1.5320345e+00  -5.1695721e-01
  -1.0000000e+00   2.5338711e+00   4.5407654e-01
   1.0000000e+00   9.5864351e-01   2.1792696e-02
  -1.0000000e+00   9.5080614e-02   2.9695792e-01
   1.0000000e+00   7.9672266e-01   8.3228418e-01
  -1.0000000e+00   2.0102901e-01  -2.0849022e-01
  -1.0000000e+00   1.1632797e+00  -4.9542599e-01
  -1.0000000e+00   1.5989094e+00  -2.9651511e-01
   1.0000000e+00  -1.0885869e+00   1.3120225e-01
   1.0000000e+00  -6.4128382e-01   8.1873157e-01
  -1.0000000e+00   2.9985679e-01  -7.6196841e-02
  -1.0000000e+00   2.5172053e-01   1.3340500e-01
  -1.0000000e+00   2.3531880e+00   4.1252760e-01
   1.0000000e+00   6.9474524e-01   7.6147192e-01
   1.0000000e+00   4.8195449e-01   1.0380545e+00
   1.0000000e+00   1.1680005e+00   1.0842230e-01
   1.0000000e+00  -7.5744199e-01   5.8899113e-01
  -1.0000000e+00   1.3272818e+00  -2.9936543e-01
  -1.0000000e+00   1.9486078e+00  -1.6345991e-01
   1.0000000e+00   1.3545405e-02   8.8770454e-01
   1.0000000e+00  -7.9914863e-02   1.0161305e+00
  -1.0000000e+00   1.7953705e+00  -4.8771204e-01
   1.0000000e+00  -1.1384958e+00   2.0282932e-01
  -1.0000000e+00   1.7778960e+00  -2.9307689e-01
  -1.0000000e+00   6.2015257e-01  -3.3770977e-01
  -1.0000000e+00   9.4552552e-02   5.7927033e-02
  -1.0000000e+00   1.6533407e+00  -5.0442965e-01
  -1.0000000e+00   1.1316717e-01   3.6307143e-01
  -1.0000000e+00   6.1292519e-01  -3.9069082e-01
  -1.0000000e+00   3.9127235e-01  -2.7586678e-01
   1.0000000e+00   4.6796500e-01   9.4117868e-01
   1.0000000e+00   1.1162640e+00   1.4177687e-01
   1.0000000e+00   8.2620200e-01   6.1844576e-01
   1.0000000e+00   6.8510362e-01   8.3961586e-01
  -1.0000000e+00   8.4201865e-01  -2.9834623e-01
  -1.0000000e+00   2.1819349e+00   4.3036911e-01
   1.0000000e+00  -1.0264613e+00   4.0371626e-01
  -1.0000000e+00   1.9156028e+00  -4.2355060e-01
   1.0000000e+00  -1.5291606e-01   8.1679913e-01
   1.0000000e+00  -1.0823512e+00   3.3450108e-01
   1.0000000e+00   3.7265363e-01   8.0962773e-01
  -1.0000000e+00   5.7589094e-01  -3.1331726e-01
  -1.0000000e+00   7.2941046e-01  -2.1652466e-01
  -1.0000000e+00   4.4502404e-01  -3.0128572e-01
   1.0000000e+00   2.0510173e-01   1.0818764e+00
  -1.0000000e+00   2.2362346e-01   9.7370865e-02
   1.0000000e+00   4.2534501e-01   8.4897786e-01
   1.0000000e+00   5.7155946e-01   7.3532407e-01
  -1.0000000e+00   2.0422232e+00  -2.9586851e-01
   1.0000000e+00  -1.0793173e+00   1.2445604e-01
   1.0000000e+00   1.0599375e+00   5.8226445e-01
  -1.0000000e+00   9.1095614e-01  -3.5317478e-01
  -1.0000000e+00   2.2781237e+00   3.1383591e-01
  -1.0000000e+00   9.6837619e-02   4.7982576e-01
  -1.0000000e+00   8.8903864e-01  -6.1798511e-01
   1.0000000e+00   9.8028407e-01   7.1375488e-01
  -1.0000000e+00   1.7884710e+00  -2.0654605e-01
   1.0000000e+00   9.7194798e-01   5.3262886e-01
   1.0000000e+00   5.8240768e-01   8.3820137e-01
